Name	Party	Twitter	State	Position
Karim Elsammak	Republican	https://www.twitter.com/karim4ny	New_York	Secretary of State
Kathy Hochul	Democratic	https://www.twitter.com/KathyHochul	New_York	Governor
Kris Lord	Republican	https://www.twitter.com/drkrislord	New_York	
Larry Sharpe		https://www.twitter.com/sharpe_way	New_York	Governor
Lee Zeldin	Republican	https://www.twitter.com/leezeldin	New_York	Governor
Leroy Comrie	Democratic	https://www.twitter.com/LeroyComrie	New_York	Secretary of State
Letitia James	Democratic	https://www.twitter.com/NewYorkStateAG	New_York	Secretary of State
Maria Vullo		https://www.twitter.com/t_vullo	New_York	
Michael Pernick	Democratic	https://www.twitter.com/michael_pernick	New_York	
Michelle Hinchey	Democratic	https://www.twitter.com/SenatorHinchey	New_York	Secretary of State
Michelle Ostrelich	Democratic	https://www.twitter.com/michelle4nys	New_York	Secretary of State
Mike Martucci	Republican	https://www.twitter.com/MikeMartucciNY	New_York	
Neil Breslin	Democratic	https://www.twitter.com/NeilBreslin44	New_York	Secretary of State
Nicolae Bunea	Democratic	https://www.twitter.com/GovernorBunea	New_York	
Pamela Helming	Republican	https://www.twitter.com/SenatorHelming	New_York	Secretary of State
Patricia Ritchie	Republican	https://www.twitter.com/SenatorRitchie	New_York	
Patrick Gallivan	Republican	https://www.twitter.com/senatorgallivan	New_York	Secretary of State
Paul Nichols	Democratic	https://www.twitter.com/nicholsforny	New_York	
Peter Harckham	Democratic	https://www.twitter.com/SenatorHarckham	New_York	Secretary of State
Peter Oberacker	Republican	https://www.twitter.com/SenOberacker	New_York	Secretary of State
Philip Boyle	Republican	https://www.twitter.com/PhilBoyleNY	New_York	
